,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,LoanAmount_log,ApplicantIncome_log,Loan_Status
488,LP002555,1,1,2,0,1,4583,2083.0,160.0,360.0,1.0,1,5.075173815233827,8.430109084509125,1
489,LP002556,1,0,0,0,0,2435,0.0,75.0,360.0,1.0,2,4.31748811353631,7.79770203551669,0
490,LP002560,1,0,0,1,0,2699,2785.0,96.0,360.0,1.0,1,4.564348191467836,7.900636613018005,1
491,LP002562,1,1,1,1,0,5333,1131.0,186.0,360.0,1.0,2,5.225746673713202,8.581669210600602,1
492,LP002571,1,0,0,1,0,3691,0.0,110.0,360.0,1.0,0,4.700480365792417,8.213652703029998,1
493,LP002582,0,0,0,1,1,17263,0.0,225.0,360.0,1.0,1,5.41610040220442,9.756320761816548,1
494,LP002585,1,1,0,0,0,3597,2157.0,119.0,360.0,0.0,0,4.77912349311153,8.187855443695623,0
495,LP002586,0,1,1,0,0,3326,913.0,105.0,84.0,1.0,1,4.653960350157523,8.109525659752872,1
496,LP002587,1,1,0,1,0,2600,1700.0,107.0,360.0,1.0,0,4.672828834461906,7.8632667240095735,1
497,LP002588,1,1,0,0,0,4625,2857.0,111.0,12.0,1.0,2,4.709530201312334,8.439231649946526,1
498,LP002600,1,1,1,0,1,2895,0.0,95.0,360.0,1.0,1,4.553876891600541,7.970740390007095,1
499,LP002602,1,0,0,0,0,6283,4416.0,209.0,360.0,0.0,0,5.342334251964811,8.745602852402946,0
500,LP002603,0,0,0,0,0,645,3683.0,113.0,480.0,1.0,0,4.727387818712341,6.4692503167957724,1
501,LP002606,0,0,0,0,0,3159,0.0,100.0,360.0,1.0,1,4.605170185988092,8.058010800802085,1
502,LP002615,1,1,2,0,0,4865,5624.0,208.0,360.0,1.0,1,5.337538079701318,8.489821994620105,1
503,LP002618,1,1,1,1,0,4050,5302.0,138.0,360.0,1.0,0,4.927253685157205,8.306472160100585,0
504,LP002619,1,1,0,1,0,3814,1483.0,124.0,300.0,1.0,1,4.820281565605037,8.246433786160365,1
505,LP002622,1,1,2,0,0,3510,4416.0,243.0,360.0,1.0,0,5.493061443340548,8.163371316459912,1
506,LP002624,1,1,0,0,0,20833,6667.0,480.0,360.0,1.0,2,6.173786103901937,9.944293546928382,1
507,LP002625,1,0,0,0,0,3583,0.0,96.0,360.0,1.0,2,4.564348191467836,8.183955717304954,0
508,LP002626,1,1,0,0,1,2479,3013.0,188.0,360.0,1.0,2,5.236441962829949,7.8156105320351905,1
509,LP002634,0,0,1,0,0,13262,0.0,40.0,360.0,1.0,2,3.6888794541139363,9.492658081928813,1
510,LP002637,1,0,0,1,0,3598,1287.0,100.0,360.0,1.0,0,4.605170185988092,8.188133414510478,0
511,LP002640,1,1,1,0,0,6065,2004.0,250.0,360.0,1.0,1,5.521460917862246,8.71028982137815,1
512,LP002643,1,1,2,0,0,3283,2035.0,148.0,360.0,1.0,2,4.997212273764115,8.096512917501594,1
513,LP002648,1,1,0,0,0,2130,6666.0,70.0,180.0,1.0,1,4.248495242049359,7.6638772587034705,0
514,LP002652,1,0,0,0,0,5815,3666.0,311.0,360.0,1.0,0,5.739792912179234,8.668196064952765,0
515,LP002659,1,1,3,0,0,3466,3428.0,150.0,360.0,1.0,0,5.0106352940962555,8.150756470275551,1
516,LP002670,0,1,2,0,0,2031,1632.0,113.0,480.0,1.0,1,4.727387818712341,7.616283561580385,1
517,LP002682,1,1,0,1,0,3074,1800.0,123.0,360.0,0.0,1,4.812184355372417,8.03073492409854,0
518,LP002683,1,0,0,0,0,4683,1915.0,185.0,360.0,1.0,1,5.220355825078324,8.451694209183541,0
519,LP002684,0,0,0,1,0,3400,0.0,95.0,360.0,1.0,0,4.553876891600541,8.131530710604252,0
520,LP002689,1,1,2,1,0,2192,1742.0,45.0,360.0,1.0,1,3.8066624897703196,7.692569648067906,1
521,LP002690,1,0,0,0,0,2500,0.0,55.0,360.0,1.0,1,4.007333185232471,7.824046010856292,1
522,LP002692,1,1,3,0,1,5677,1424.0,100.0,360.0,1.0,0,4.605170185988092,8.644178203170727,1
523,LP002693,1,1,2,0,1,7948,7166.0,480.0,360.0,1.0,0,6.173786103901937,8.980675603671708,1
524,LP002697,1,0,0,0,0,4680,2087.0,130.0,360.0,1.0,1,4.867534450455582,8.451053388911692,0
525,LP002699,1,1,2,0,1,17500,0.0,400.0,360.0,1.0,0,5.991464547107982,9.769956159911606,1
526,LP002705,1,1,0,0,0,3775,0.0,110.0,360.0,1.0,1,4.700480365792417,8.236155661683124,1
527,LP002706,1,1,1,1,0,5285,1430.0,161.0,360.0,0.0,1,5.081404364984463,8.572627898304338,1
528,LP002714,1,0,1,1,0,2679,1302.0,94.0,360.0,1.0,1,4.543294782270004,7.893198869544609,1
529,LP002716,1,0,0,1,0,6783,0.0,130.0,360.0,1.0,1,4.867534450455582,8.82217476094608,1
530,LP002717,1,1,0,0,0,1025,5500.0,216.0,360.0,1.0,0,5.375278407684165,6.932447891572509,1
531,LP002720,1,1,3,0,0,4281,0.0,100.0,360.0,1.0,2,4.605170185988092,8.361941906144946,1
532,LP002723,1,0,2,0,0,3588,0.0,110.0,360.0,0.0,0,4.700480365792417,8.185350223178686,0
533,LP002729,1,0,1,0,0,11250,0.0,196.0,360.0,1.0,1,5.278114659230517,9.328123407632566,0
534,LP002731,0,0,0,1,1,18165,0.0,125.0,360.0,1.0,2,4.8283137373023015,9.807251944655302,1
535,LP002732,1,0,0,1,0,2550,2042.0,126.0,360.0,1.0,0,4.836281906951478,7.843848638152472,1
536,LP002734,1,1,0,0,0,6133,3906.0,324.0,360.0,1.0,2,5.780743515792329,8.721439305625983,1
537,LP002738,1,0,2,0,0,3617,0.0,107.0,360.0,1.0,1,4.672828834461906,8.193400231952097,1
538,LP002739,1,1,0,1,0,2917,536.0,66.0,360.0,1.0,0,4.189654742026425,7.978310969867722,0
539,LP002740,1,1,3,0,0,6417,0.0,157.0,180.0,1.0,0,5.056245805348308,8.766705997750515,1
540,LP002741,0,1,1,0,0,4608,2845.0,140.0,180.0,1.0,1,4.941642422609304,8.435549202375727,1
541,LP002743,0,0,0,0,0,2138,0.0,99.0,360.0,0.0,1,4.59511985013459,7.6676260915849905,0
542,LP002753,0,0,1,0,0,3652,0.0,95.0,360.0,1.0,1,4.553876891600541,8.20303024171486,1
543,LP002755,1,1,1,1,0,2239,2524.0,128.0,360.0,1.0,2,4.852030263919617,7.713784616598755,1
544,LP002757,0,1,0,1,0,3017,663.0,102.0,360.0,1.0,1,4.624972813284271,8.012018239159062,1
545,LP002767,1,1,0,0,0,2768,1950.0,155.0,360.0,1.0,0,5.043425116919247,7.92588031673756,1
546,LP002768,1,0,0,1,0,3358,0.0,80.0,36.0,1.0,1,4.382026634673881,8.119100837637486,0
547,LP002772,1,0,0,0,0,2526,1783.0,145.0,360.0,1.0,0,4.976733742420574,7.8343923029104365,1
548,LP002776,0,0,0,0,0,5000,0.0,103.0,360.0,0.0,1,4.634728988229636,8.517193191416238,0
549,LP002777,1,1,0,0,0,2785,2016.0,110.0,360.0,1.0,0,4.700480365792417,7.932003152361385,1
550,LP002778,1,1,2,0,1,6633,0.0,157.5,360.0,0.0,0,5.059425458265688,8.799812469525556,0
551,LP002784,1,1,1,1,0,2492,2375.0,113.0,360.0,1.0,0,4.727387818712341,7.820840879907344,1
552,LP002785,1,1,1,0,0,3333,3250.0,158.0,360.0,1.0,2,5.062595033026967,8.11162807830774,1
553,LP002788,1,1,0,1,0,2454,2333.0,181.0,360.0,0.0,2,5.198497031265826,7.805474625270857,0
554,LP002789,1,1,0,0,0,3593,4266.0,132.0,180.0,0.0,0,4.882801922586371,8.186742787113518,0
555,LP002792,1,1,1,0,0,5468,1032.0,26.0,360.0,1.0,1,3.258096538021482,8.60666819784384,1
556,LP002794,0,0,0,0,0,2667,1625.0,84.0,360.0,1.0,2,4.430816798843313,7.888709524182015,1
557,LP002795,1,1,3,0,1,10139,0.0,260.0,360.0,1.0,1,5.560681631015528,9.22414465295258,1
558,LP002798,1,1,0,0,0,3887,2669.0,162.0,360.0,1.0,1,5.087596335232384,8.265392930852224,1
559,LP002804,0,1,0,0,0,4180,2306.0,182.0,360.0,1.0,1,5.204006687076795,8.338066525518801,1
560,LP002807,1,1,2,1,0,3675,242.0,108.0,360.0,1.0,1,4.68213122712422,8.209308411646937,1
561,LP002813,0,1,1,0,1,19484,0.0,600.0,360.0,1.0,1,6.396929655216146,9.877348894926433,1
562,LP002820,1,1,0,0,0,5923,2054.0,211.0,360.0,1.0,0,5.351858133476067,8.686598356276965,1
563,LP002821,1,0,0,1,1,5800,0.0,132.0,360.0,1.0,1,4.882801922586371,8.66561319653451,1
564,LP002832,1,1,2,0,0,8799,0.0,258.0,360.0,0.0,2,5.552959584921617,9.08239335764556,0
565,LP002833,1,1,0,1,0,4467,0.0,120.0,360.0,1.0,0,4.787491742782046,8.404472321352118,1
566,LP002836,1,0,0,0,0,3333,0.0,70.0,360.0,1.0,2,4.248495242049359,8.11162807830774,1
567,LP002837,1,1,3,0,0,3400,2500.0,123.0,360.0,0.0,0,4.812184355372417,8.131530710604252,0
568,LP002840,0,0,0,0,0,2378,0.0,9.0,360.0,1.0,2,2.1972245773362196,7.774015077250727,0
569,LP002841,1,1,0,0,0,3166,2064.0,104.0,360.0,0.0,2,4.6443908991413725,8.060224240440958,0
570,LP002842,1,1,1,0,0,3417,1750.0,186.0,360.0,1.0,2,5.225746673713202,8.136518252115291,1
571,LP002847,1,1,0,0,0,5116,1451.0,165.0,360.0,0.0,2,5.10594547390058,8.540128162698734,0
572,LP002855,1,1,2,0,0,16666,0.0,275.0,360.0,1.0,2,5.616771097666572,9.721125994942152,1
573,LP002862,1,1,2,1,0,6125,1625.0,187.0,480.0,1.0,1,5.231108616854587,8.720134035412928,0
574,LP002863,1,1,3,0,0,6406,0.0,150.0,360.0,1.0,1,5.0106352940962555,8.764990330169104,0
575,LP002868,1,1,2,0,0,3159,461.0,108.0,84.0,1.0,2,4.68213122712422,8.058010800802085,1
576,LP002872,1,1,0,0,0,3087,2210.0,136.0,360.0,0.0,1,4.912654885736052,8.034955024502159,0
577,LP002874,1,0,0,0,0,3229,2739.0,110.0,360.0,1.0,2,4.700480365792417,8.079927770758275,1
578,LP002877,1,1,1,0,0,1782,2232.0,107.0,360.0,1.0,0,4.672828834461906,7.485491608030754,1
579,LP002888,1,0,0,0,0,3182,2917.0,161.0,360.0,1.0,2,5.081404364984463,8.065265208897733,1
580,LP002892,1,1,2,0,0,6540,0.0,205.0,360.0,1.0,1,5.3230099791384085,8.785692444451245,1
581,LP002893,1,0,0,0,0,1836,33837.0,90.0,360.0,1.0,2,4.499809670330265,7.515344571180436,0
582,LP002894,0,1,0,0,0,3166,0.0,36.0,360.0,1.0,1,3.58351893845611,8.060224240440958,1
583,LP002898,1,1,1,0,0,1880,0.0,61.0,360.0,1.0,0,4.110873864173311,7.539027055823995,0
584,LP002911,1,1,1,0,0,2787,1917.0,146.0,360.0,0.0,0,4.983606621708336,7.932721027481948,0
585,LP002912,1,1,1,0,0,4283,3000.0,172.0,84.0,1.0,0,5.147494476813453,8.36240897761537,0
586,LP002916,1,1,0,0,0,2297,1522.0,104.0,360.0,1.0,2,4.6443908991413725,7.739359202689098,1
587,LP002917,0,0,0,1,0,2165,0.0,70.0,360.0,1.0,1,4.248495242049359,7.68017564043659,1
588,LP002925,1,0,0,0,0,4750,0.0,94.0,360.0,1.0,1,4.543294782270004,8.465899897028686,1
589,LP002926,1,1,2,0,1,2726,0.0,106.0,360.0,0.0,1,4.663439094112067,7.9105906122564775,0
590,LP002928,1,1,0,0,0,3000,3416.0,56.0,180.0,1.0,1,4.02535169073515,8.006367567650246,1
591,LP002931,1,1,2,0,1,6000,0.0,205.0,240.0,1.0,1,5.3230099791384085,8.699514748210191,0
592,LP002933,1,0,3,0,1,9357,0.0,292.0,360.0,1.0,1,5.676753802268282,9.143880005275912,1
593,LP002936,1,1,0,0,0,3859,3300.0,142.0,180.0,1.0,0,4.955827057601261,8.258163361537619,1
594,LP002938,1,1,0,0,1,16120,0.0,260.0,360.0,1.0,2,5.560681631015528,9.68781601606062,1
595,LP002940,1,0,0,1,0,3833,0.0,110.0,360.0,1.0,0,4.700480365792417,8.251403065380556,1
596,LP002941,1,1,2,1,1,6383,1000.0,187.0,360.0,1.0,0,5.231108616854587,8.761393485256058,0
597,LP002943,1,0,0,0,0,2987,0.0,88.0,360.0,0.0,1,4.477336814478207,8.00202481821611,0
598,LP002945,1,1,0,0,1,9963,0.0,180.0,360.0,1.0,0,5.19295685089021,9.206633510044856,1
599,LP002948,1,1,2,0,0,5780,0.0,192.0,360.0,1.0,2,5.2574953720277815,8.662158961666423,1
600,LP002949,0,0,3,0,0,416,41667.0,350.0,180.0,1.0,2,5.857933154483459,6.030685260261263,0
601,LP002950,1,1,0,1,0,2894,2792.0,155.0,360.0,1.0,0,5.043425116919247,7.970394907191429,1
602,LP002953,1,1,3,0,0,5703,0.0,128.0,360.0,1.0,2,4.852030263919617,8.648747631156539,1
603,LP002958,1,0,0,0,0,3676,4301.0,172.0,360.0,1.0,0,5.147494476813453,8.209580483475577,1
604,LP002959,0,1,1,0,0,12000,0.0,496.0,360.0,1.0,1,6.206575926724928,9.392661928770137,1
605,LP002960,1,1,0,1,0,2400,3800.0,113.0,180.0,1.0,2,4.727387818712341,7.783224016336037,0
606,LP002961,1,1,1,0,0,3400,2500.0,173.0,360.0,1.0,1,5.153291594497779,8.131530710604252,1
607,LP002964,1,1,2,1,0,3987,1411.0,157.0,360.0,1.0,0,5.056245805348308,8.290794347381356,1
608,LP002974,1,1,0,0,0,3232,1950.0,108.0,360.0,1.0,0,4.68213122712422,8.080856419640986,1
609,LP002978,0,0,0,0,0,2900,0.0,71.0,360.0,1.0,0,4.2626798770413155,7.9724660159745655,1
610,LP002979,1,1,3,0,0,4106,0.0,40.0,180.0,1.0,0,3.6888794541139363,8.32020459757888,1
611,LP002983,1,1,1,0,0,8072,240.0,253.0,360.0,1.0,2,5.53338948872752,8.996156562033445,1
612,LP002984,1,1,2,0,0,7583,0.0,187.0,360.0,1.0,2,5.231108616854587,8.933664178700935,1
613,LP002990,0,0,0,0,1,4583,0.0,133.0,360.0,0.0,1,4.890349128221754,8.430109084509125,0
